684980,1990,1,80.7574074074,0.0,0.0
684980,1990,2,80.3388888889,0.0,0.0
684980,1990,3,73.3671301446,0.0,0.0
684980,1990,4,73.465,0.0,0.0
684980,1990,5,70.8451612904,0.0,0.0
684980,1990,6,66.3416666667,0.0,0.0
684980,1990,7,66.3483870968,0.0,0.0
684980,1990,8,67.7559259259,0.0,0.0
684980,1990,9,70.237037037,0.0,0.0
684980,1990,10,75.3431671881,0.0,0.0
684980,1990,11,75.1565384615,0.0,0.0
684980,1990,12,78.3504608295,0.0,0.0
684980,2000,1,77.5290942928,0.0,0.0
684980,2000,2,78.0206896551,0.0,0.0
684980,2000,3,78.3947719688,0.0,0.0
684980,2000,4,72.6363095238,0.0,0.0
684980,2000,5,67.8735714286,0.0,0.0
684980,2000,6,66.824137931,0.0,0.0
684980,2000,7,64.7580645161,0.0,0.0
684980,2000,8,68.3580645161,0.0,0.0
684980,2000,9,69.4366666667,0.0,0.0
684980,2000,10,70.4806451613,0.0,0.0
684980,2000,11,74.8413793103,0.0,0.0
684980,2000,12,79.01,0.0,0.0
