094880,1970,1,31.2322580645,0.0681451612903,0.272580645161
094880,1970,2,32.4166564039,0.0299815270936,0.119926108374
094880,1970,3,39.9169354839,0.0590322580645,0.236129032258
094880,1970,4,44.5646666667,0.044,0.22
094880,1970,5,55.4335483871,0.0527096774194,0.263548387097
094880,1970,6,62.47,0.0737333333334,0.368666666667
094880,1970,7,64.0780645161,0.064099078341,0.320495391705
094880,1970,8,63.4567741936,0.104838709677,0.524193548387
094880,1970,9,57.2,0.0862666666665,0.431333333333
094880,1970,10,49.3541935484,0.0414838709677,0.207419354839
094880,1970,11,40.438,0.0744666666666,0.372333333333
094880,1970,12,34.7729032258,0.0866451612904,0.433225806452
094880,1980,1,30.4983870968,0.079,0.79
094880,1980,2,30.974408867,0.0551674876847,0.551674876847
094880,1980,3,39.2406451613,0.0555806451612,0.555806451612
094880,1980,4,46.325,0.0734666666667,0.734666666667
094880,1980,5,56.1619354839,0.0764838709678,0.764838709678
094880,1980,6,60.6383333333,0.0831333333333,0.831333333333
094880,1980,7,64.684516129,0.122548387097,1.22548387097
094880,1980,8,64.0380645161,0.0989032258064,0.989032258064
094880,1980,9,58.1866666667,0.0596333333333,0.596333333333
094880,1980,10,50.3735483871,0.0611935483871,0.611935483871
094880,1980,11,39.4903333333,0.0683,0.683
094880,1980,12,35.2990322581,0.0926129032258,0.926129032258
094880,1990,1,36.3629032258,0.02,0.04
094880,1990,2,35.8357142857,0.0391071428571,0.0782142857143
094880,1990,3,44.9338709677,0.0416129032258,0.0832258064516
094880,1990,4,45.7733333333,0.0621666666666,0.124333333333
094880,1990,5,53.6629032258,0.0456451612903,0.0912903225806
094880,1990,6,60.0816666666,0.118666666667,0.237333333334
094880,1990,7,65.3709677419,0.0387096774194,0.0774193548388
094880,1990,8,65.9080645162,0.0837096774194,0.167419354839
094880,1990,9,57.1283333333,0.0685,0.137
094880,1990,10,53.4159392789,0.0311480075902,0.0622960151803
094880,1990,11,40.9233333333,0.0896666666667,0.0896666666667
094880,1990,12,33.1483870968,0.0332258064516,0.0332258064516
