Italy,Marchesi de' Frescobaldi
US,Martin Ranch
Italy,Ornellaia
France,Pardon et Fils
US,Piña
Italy,Podere Ciona
Italy,Poggioventoso
US,Pull
US,R2
US,Rideau
Italy,Tenuta Forconi
France,Dopff & Irion
Italy,Ceretto
US,Matrix
US,Mauritson
Australia,Henry's Drive Vignerons
US,Silverado
South Africa,Le Riche
France,Pierre Sparr
France,Kuentz-Bas
South Africa,Camberley
South Africa,Delheim
Italy,Poderi Luigi Einaudi
US,Clark-Clauden
Italy,Giacomo Ascheri
France,Lassègue
South Africa,Beaumont
Italy,Poderi Colla
US,Banyan
France,Domaine Zind-Humbrecht
US,Terra Valentine
US,Testarossa
US,Vincent Vineyards
Germany,Weingut Liebfrauenstift
US,Wrath
US,Yardstick
Portugal,Herdade Grande
US,Albatross Ridge
US,Alta Colina
Spain,Marques de Griñon
US,Big Basin
Germany,Carl Graff
Portugal,Casa Santa Vitória
Italy,Castello di Gabbiano
Italy,Castello Romitorio
France,Château Vincens
US,Chronic Cellars
US,Claiborne & Churchill
France,Collin-Bourisset
Chile,Conde de Velázquez
Chile,Cono Sur
France,Domaine Berthoumieu
US,Dracaena
US,Duckhorn
US,Dutton-Goldfield
Germany,Fritz Haag
Chile,G7
US,Le Cadeau
New Zealand,Stoneleigh
Italy,Tenuta Peter Sölva & Söhne
Chile,TerraMater
Italy,Isole e Olena
US,Kenwood
France,La Chablisienne
US,Manzoni
US,McIntyre Vineyards
Italy,Abbadia Ardenga
Argentina,Alamos
US,Anaba
Chile,Apaltagua
US,Harrington
Italy,Abbazia Santa Anastasia
Chile,Viña Bisquertt
Chile,Emiliana
Italy,Fattoria Alois
Italy,Aldegheri
France,Bertrand Ambroise
Italy,Campomaggio
Italy,Carpineto
Italy,Cesani
South Africa,Spier
US,Sequum
US,Sierra Starr
Italy,Tenuta di Sesta
Italy,Terlan
Israel,Yatir
Portugal,Adega Cooperativa de Borba
US,J. Lohr
US,Courtney Benham
US,Del Carlo Winery
South Africa,Delaire Graff
France,Domaine St Pierre
South Africa,Eikendal
France,Famille Perrin
Spain,Matarromera
US,MCV
US,Mounts
Israel,Or Haganuz
Italy,Podere Scopetone
Portugal,Quinta de Foz de Arouce
US,Robert Mondavi
Hungary,Samuel Tinon
US,Sixteen by Twenty
Italy,St. Pauls
Italy,Talenti
Argentina,Mendel
South Africa,Oldenburg
US,Wagner
US,Treleaven
US,Benessere
US,Bloomer Creek
Argentina,Andean Sky
Australia,Angove's
US,Silvan Ridge
Italy,Talamonti
US,Meeker
Italy,Consorzio Vini Tipici di San Marino
Australia,D'Arenberg
US,Dogwood
France,Domaine du Tariquet
US,Falcor
US,Hayman & Hill
US,Hermann J. Wiemer
Spain,J. & F. Lurton
Argentina,Finca Las Moras
Australia,Long Flat
US,Work
US,Amity
US,Autumn Hill
US,Blue Rock
US,Cherry Hill
US,Cloud 9
Argentina,Cueva de las Manos
US,David Fulton
US,Esterlina
South Africa,Goats do Roam Wine Co.
South Africa,Graham Beck
South Africa,Hartenberg
France,Vignobles 46N118
US,Willamette Valley Vineyards
Argentina,Algodon
US,Beaver Creek
US,Byron
South Africa,Jardin
Argentina,Kaiken
Italy,Lungarotti
Italy,Marchesi Fumanelli
Austria,Mariell
Italy,Livio Felluga
Greece,My Big Fat Greek Wine
Italy,Nals Margreid
Argentina,O. Fournier
Italy,Pico Maccario
Argentina,Sottano
US,St. Francis
US,Trailhead
Italy,Franz Haas
Austria,Forstreiter
US,Cambria
Italy,I Giusti e Zanza
US,J. Christopher
Argentina,Viña Cobos
Austria,Salomon-Undhof
US,Talley
Spain,Acústic
Austria,Josef Schmid
US,Parallel
France,Château Lafon-Rochet
Italy,Dionigi
France,Domaine Daniel Dugois
Australia,Kilikanoon
Argentina,Finca Sophenia
US,Treana
Chile,Ventisquero
US,Aquinas
Chile,Arboleda
Italy,Attilio Ghisolfi
US,Buried Cane
Italy,Cantina del Nebbiolo
Italy,Cascina Adelaide
Italy,Cascina La Ghersa
US,Claudia Springs
Romania,Cramele Recas
France,Domaine Bertagna
Greece,Domaine Sigalas
Italy,Socré
Italy,Boffa
New Zealand,Otto's Constant Dream
US,Mount Veeder
Italy,Rabino
Italy,Bellussi
France,Château Mont-Pérat
France,Château Tour de Mirambeau
Italy,Paladin
Italy,Perlage
Italy,Sant Eurosia
Chile,J. & F. Lurton
Italy,L'Antica Quercia
US,Lucas Vineyards
Italy,Marsuret
Chile,De Martino
US,Beringer
US,Brutocao
US,Clos La Chance
Italy,Sommariva
Italy,Spagnol
France,Jacquart
Chile,Koyle
France,Château Notre Dame du Quatourze
France,Mémoires
Spain,Cavas Hill
France,Antoine Moltès & Fils
US,Pezzi King
Spain,Bellisco
Chile,Pura 8
Chile,Viña Tarapacá
Australia,Chambers Rosewood Vineyards
Germany,Robert Weil
Australia,Torbreck
Italy,Cavallotto
Hungary,Oremus
US,Rochioli
France,Louis Latour
Australia,Jasper Hill
France,Château de la Tour
Germany,Weingut Hans Bausch
France,Philippe Colin
Italy,Bel Colle
US,J. Davies
US,Winderlea
Australia,Wakefield
Italy,Cantina Terlano
Italy,Montresor
Italy,Ronco del Gelso
US,Sebastiani
Italy,Elena Walch
Italy,Gini
Italy,Borgo Conventi
US,Ceago Vinegarden
Italy,Valiano
Italy,Volpe Pasini
Greece,Zenato
Mexico,L.A. Cetto
Italy,La Vis
Chile,Lapostolle
Italy,White Blend
Chile,Carmen
Italy,Tommasi
Italy,San Michele Eppan
US,Vinoce
US,Merriam
US,Murphy-Goode
US,Kynsi
Chile,Casa Julia
Chile,Valdivieso
US,Bridlewood
Chile,San Pedro
Chile,Undurraga
Italy,Conti Formentini
US,Cline
Italy,Astoria
Italy,Cantine Maschio
Italy,Val d'Oca
US,Vinavanti
US,Vino V
Italy,Viticoltori Ponte
Italy,Le Vigne di Alice
US,McGregor
US,Miles
US,Morro Bay
Italy,Pizzolato
US,Red Newt Cellars
Italy,Ca'Tullio
Austria,Michlits
France,Château de Callac
France,Château de Marsan
US,Guardian
US,Kerloo
Austria,Kohl
US,Las Positas
US,Lieb
Spain,Luberri
US,Macari
Austria,Malat
US,Milbrandt
US,Ojai
US,ONX
US,Pomum
US,Prospect 772
Italy,Revello Fratelli
Austria,Gebeshuber
Italy,Tenuta La Marchesa
US,Trione
Spain,Vinos de Arganza
US,Walla Walla Vintners
Austria,Winzer Krems
US,Wölffer
US,Dunbar
Austria,Eschenhof Holzer
Italy,Fattorie Romeo del Castello
US,Flying Cloud
France,Gadais Père et Fils
France,André Brunel
Italy,Majolini
France,Montaudon
Italy,Montemercurio
France,Patrick Javillier
France,Philippe Fontaine
Canada,Pillitteri
US,Roederer Estate
US,Rusack
Italy,Bellavista
France,Chanoine
US,Chehalem
France,Henri de Villamont
France,Vollereaux
Germany,Wittmann
Italy,Valentina Cubi
France,Deutz
US,Domaine Serene
Germany,Dr. Loosen
France,H. Blin
France,Jeaunaux-Robin
US,Bell
France,Château Vray Croix de Gay
France,Dampierre
Italy,Santa Maria La Palma
US,Sparkman
Italy,Argiolas
US,Babcock
South Africa,Cape View
South Africa,Ken Forrester
France,Louis Bernard
US,Lyeth
Italy,Marco Cecchini
Italy,Vigneti Le Monde
Spain,Sparkling Blend
US,Zerba Cellars
US,Insania
US,Knapp
US,Lava Cap
Spain,Loess
US,MICA Cellars
US,Michael Pozzan
France,Domaine du Grand Cros
Spain,El Coto
US,Fenestra
Austria,Gunter Triebaumer
US,Hanna
France,Alain Jaume et Fils
Spain,Aleo
Italy,Altùris
US,Camaraderie
France,Boude Baudin
US,Conn Creek
US,D.R. Stephens
US,Davis Family
France,Domaine Jeannin-Naltet
US,Qupé
US,Rex Hill
US,Ruby
US,Structure
US,Tumwater
US,Joseph Jewell
US,Le Vigne
Germany,Maximin Grünhäuser
US,Northstar
US,Padis
US,Paul O'Brien
US,Flying Goat Cellars
Italy,Abbazia di Novacella
US,Midsummer Cellars
US,Les Belles Collines
US,Lutum
US,Turiya
US,Iron Horse
Italy,Brandini
US,Artesa
US,Carlisle
France,Château Vignelaure
Argentina,Clos d'Argentine
France,Mas de Cadenet
US,Passing Time
Spain,Resalte
US,Sanctuary
US,Terre Rouge
US,Limerick Lane
US,Loring Wine Company
US,Eighty Four
US,Four Lanterns
US,World's End
Argentina,Benegas
US,W.H. Smith
US,Alleromb
US,Ardor
US,Berryessa Gap
Italy,Brezza
France,Château Bois Chantant
France,Château de Campuget
France,Château de l'Aubrade
France,Château de Pressac
US,Chateau Lafayette Reneau
France,Château Maison Noble Saint Martin
US,Cupcake
US,Raconteur
US,Savage Grace
US,Seven Falls
US,Silvertip
Austria,Steininger
US,Stevens
Austria,Strauss
US,Trinity River
Austria,Umathum
US,Vintage Cowboy
US,Kontos
Austria,Landhaus Mayer
France,Lavau
US,L'Ecole No. 41
Greece,Lyrarakis
US,Midnight
Italy,Michele Chiarlo
Mexico,Monte Xanic
US,Paoletti
US,Peconic Bay Winery
Spain,Príncipe de Viana
Argentina,Proemio
US,Quady North
Portugal,Quinta do Portal
US,Raptor Ridge
US,Rodney Strong
US,Saintsbury
US,Sextant
Portugal,Solar de Pinheiro
Italy,Suavia
Argentina,Tilia
US,B Cellars
Italy,Bacio della Luna
US,Barlow
Italy,Borgo Maragliano
Italy,Bortolotti
US,Coiled
US,Colter's Creek
Italy,Corte Falco
Italy,Domenico Cavazza
Australia,Kangarilla Road
US,Walt
US,WillaKenzie Estate
France,Willm
France,Jean-Marc Bernhard
Australia,Yeringberg
US,Armida
Spain,Marqués de Murrieta
France,Biecher & Schaal
France,Domaines Schlumberger
US,Foxen
Portugal,Luis Duarte
US,Melhill
US,Niner
US,Purple Hands
Portugal,Quinta da Lagoalva de Cima
Portugal,Quinta do Monte Xisto
Germany,Reichsgraf von Kesselstatt
US,Stone The Crows
Italy,Sturm
Australia,Plantagenet
US,Scratch
France,Sipp Mack
US,St. Amant
US,Stoller
South Africa,Fable Mountain
US,Vine Cliff
US,Va Piano
US,Y Rousseau
US,Monte Volpe
Italy,Palladino
US,Paradise Ridge
Italy,Pecchenino
US,Poet's Leap
Spain,Rafael Cambra
US,Raphael
US,Seven Hills
US,Snoqualmie
US,Stags' Leap Winery
US,The Grapes of Roth
US,The Withers Winery
US,Truchard
US,Acacia
US,Array
Italy,Baracchi Riccardo
US,Barrister
Spain,Bodegas Berceo
US,Bunnell
Italy,Castello di Neive
Italy,Castello di Querceto
US,Chateau Ste. Michelle
US,Cobb
Italy,Comm. G. B. Burlotto
US,Cooper-Garrod
US,Mosquito Fleet
US,Nadia
Austria,Nittnaus Hans und Christine
US,Nottingham Cellars
Italy,Poggio Argentiera
US,Pride Mountain
South Africa,Reyneke
Italy,Ruffino
New Zealand,Saint Clair
Austria,Soellner
US,Woodinville Wine Cellars
South Africa,Kanonkop
Argentina,El Enemigo
France,Château d'Esclans
France,Château Riotor
France,Château Sainte Marguerite
New Zealand,Cloudy Bay
France,Domaine de la Bastide Blanche
France,Domaine Sainte-Marie
US,Dry Creek Vineyard
New Zealand,Dry River
US,Dutton Estate
US,Failla
US,Friedeman
New Zealand,Akarua
Argentina,Benvenuto de la Serna
New Zealand,Carrick
France,JCB
Portugal,Casca Wines
France,Cave de Viré
Portugal,Cortes de Cima
Argentina,Domaine Bousquet
Portugal,Messias
US,Mont Sec
Italy,Paolo Manzone
Portugal,Quinta de Paços
US,Rascal
Argentina,Terrazas de Los Andes
US,Jack's House
France,Kiwi Cuvée
France,Domaine Michel Goubard
France,Domaine Poulleau Père et Fils
Argentina,Durigutti
Argentina,El Esteco
US,Felten Cellars
Portugal,Wines & Winemakers
Argentina,Lagarde
Italy,Marchesi di Barolo
US,McPherson
France,Patriarche Père et Fils
France,Paul Reitz
US,Pech Merle
Italy,Punset
Portugal,Ribafreixo
Australia,Jacob's Creek
US,William Knuttel
US,Casa Larga
France,Cave de Beblenheim
US,De Loach
France,Dopff Au Moulin
US,Center of Effort
US,Handley
US,Kuleto Estate
US,Lane Tanner
US,MacRostie
US,Monte De Oro
Chile,Ninquén
Spain,Oro de Castilla
Spain,Pablo del Villar
US,Pax
US,Robert Foley
Australia,42°S
Spain,Manyana
Australia,McWilliam's Hanwood Estate
Italy,Paternoster
France,G. H. Mumm
France,Jean Milan
Portugal,Monte da Penha
US,Patton Valley
France,Pierre Gimonnet et Fils
Italy,Scubla
US,Adelsheim
France,Bruno Paillard
Italy,Castello d'Albola
Italy,Ferrari
US,Laetitia
US,Bella
Portugal,Quinta do Sagrado
Argentina,San Pedro de Yacochuya
Portugal,Sobredos
US,St. Supéry
Germany,Von Schleinitz
US,Barnard Griffin
US,Beacon Hill
France,Bernard Magrez
US,Brian Carter Cellars
US,Buttonwood
France,Château Corbin
France,Château Haut-Logat
France,Château La Branne
France,Château Mayne Vieil
France,Château Mille-Roses
US,Chessman
US,Deerfield Ranch
France,Domaine Franck Besson
US,Efeste
US,Firesteed
US,Iron Hub
Australia,Kooyong
Italy,Moncaro
Spain,Finca Constancia
US,Aiken
Germany,Castell
US,Donkey & Goat
Italy,Valdicava
US,Finn Hill
US,Keuka Spring
Chile,La Playa
France,Les Vins Aujoux
France,Mont Gravet
Spain,Navardia
Spain,Pata Negra
Italy,Ridolfi
US,Still Waters
US,Stomping Ground
Italy,Tenuta Poggio il Castellare
Italy,Tenuta San Giorgio
Chile,Terrapura
France,Clos Troteligotte
US,Columbia Winery
France,Domaine de Thulon
France,Domaine du Haut-Poncié
France,Domaine du Vissoux
Italy,Dosio
France,Georges Duboeuf
Spain,Juvé y Camps
France,Laurent Gauthier
US,Leaping Horse
France,Manoir du Carra
US,Maryhill
Italy,Cottanera
Italy,CVA Canicattì
France,Domaine Barmès-Buecher
France,Domaine Bott-Geyl
France,Domaine Collotte
France,Domaine Faiveley
France,Domaine Jacques Prieur
France,Domaine René Bouvier
France,Domaine Roland Schmitt
Germany,Dr. H. Thanisch (Erben Thanisch)
US,Easton
US,Edna Valley Vineyard
Italy,Fattoria La Rivolta
US,Fess Parker
US,Foretell
US,Gershon Bachus
Italy,Graci
Italy,Tornatore
US,West of Temperance
Germany,Winzergenossenschaft Mayschoss-Altenahr
Italy,Baglio del Cristo di Campobello
Australia,Beresford
US,Carabella
US,Casa Dumetz
US,Greenwood Ridge
US,Herencia
US,J. Scott Cellars
Hungary,Chateau Dereszla
Portugal,Quinta do Vallado
Portugal,Roquette e Cazes
Spain,Vall Llach
Italy,Ceralti
France,Château Bel-Air Ortet
France,Château Ferrière
Spain,Fuentes
US,Fuse
Italy,I Luoghi
US,J Vineyards & Winery
US,Kokomo
France,Loup Blanc
Portugal,Maritávora
US,Owen Roe
US,Pacific Ridge
US,Phoenix Ranch
US,2nd Chance
US,Bergevin Lane
Australia,Hungerford Hill
Italy,Jacopo Biondi-Santi
Italy,Le Buche
US,Leonesse Cellars
US,Market Vineyards
Italy,Marsiliana
Italy,Mazzei
Spain,Morlanda
US,Becker
Germany,Bex
US,Brennan
Portugal,Casa de Vilacetinho
Italy,Cascina Bruciata
Argentina,Antucura
France,Frédéric Brouca
US,Fullerton
,Gotsa Family Wines
Argentina,Graffigna
US,Coelho
Italy,Deltetto
Italy,Diego Conterno
Australia,Evans & Tate
Portugal,Falua
Portugal,Fiuza
Australia,Sidewood
Argentina,Antonio Mas
Portugal,Aveleda
Italy,Battaglio
US,Bella Grace
Argentina,Bodega Calle
Italy,Borgogno F.lli Serio e Battista
France,Château les Petits Arnauds
France,Château Mougneaux
France,Château Saintongey
France,Château Ségonzac
Spain,Covila
US,Cuda Ridge Wines
France,Duménil
Spain,Ego Bodegas
US,Ektimo Vineyards
Spain,Finca del Marquesado
US,Folin Cellars
US,Francis Coppola
US,Frank Family
Portugal,Real Companhia Velha
Portugal,Santos & Seixo
Italy,Travaglini
US,Yorkville Cellars
Spain,Agustí Torelló Mata
US,Amalie Robert
US,Archgate Cellars
Italy,Bersano
Italy,Cantine di Marzo
US,Carica
Spain,Ignacio Marín
France,Château Cap Saint-Martin
France,Château de Bel
France,Vranken
France,Château Pavillon de Boyrein
Italy,Fabiano
Italy,Vinosia
New Zealand,Kono
Chile,Santa Ema
Chile,Morandé
US,One Hope
France,Pommery
US,Saddleback
US,Alexander Valley Vineyards
US,Covington
US,Kendall-Jackson
US,Ledgewood Creek
US,X
France,Château Lamothe-Vincent
France,Yvon Mau
Italy,Bellenda
US,Breggo
Romania,Byzantium
Argentina,Pascual Toso
Portugal,Quinta de la Rosa
Australia,Sieber Rd
US,Lachini
Spain,Mauro
US,Dancing Bull
France,Domaine de Mirail
France,Domaine des Terrisses
France,Fournier Père et Fils
Italy,Benanti
Italy,Caruso & Minini
US,The Four Graces
US,Arcane Cellars
US,Benton-Lane
France,Château Puy-Servain
France,Domaine Philippe Portier
US,Expression 44°
Australia,Nick Faldo
Chile,Tarapaca
US,Hunt Country Vineyards
Italy,Antichi Vinai 1877
US,Brecon Estate
US,Callaway
Italy,Casa di Grazia
France,Ruhlmann
US,Spring Mountain Vineyard
US,Stanton Vineyard
Italy,Cusumano
Israel,Dalton
US,Dragonette
Spain,Gaba do Xil
Spain,Gorka Izagirre
US,Grgich Hills
Spain,Linaje Garsea
New Zealand,Omaka Springs
US,Ventana
France,Vieil Armand
Italy,Vivera
US,WildAire
New Zealand,Mills Reef
Spain,Pazo Torrado
Argentina,Sur de los Andes
New Zealand,Babich
Spain,Rentas de Fincas
Austria,Setzer
Italy,Tenuta Luisa
US,Honeywood Winery
Italy,I Clivi
US,Irony
France,Kedar's K'orus
US,Little Black Dress
Spain,Marqués de Vizhoja
US,Estancia
Spain,Finca La Emperatriz
Italy,Vinai dell'Abbate
Austria,Graf Hardegg
Chile,Botalcura
US,Bridgeway
Italy,Calatrasi
France,Château Bélingard
France,Clos Teddi
Italy,Colutta
South Africa,Ormonde
Italy,Principe di Corleone
Portugal,Sandeman
US,Scott Harvey
US,Sea Slopes
US,Trisaetum
US,Bergström
Italy,Mauro Veglio
Portugal,Poças
Portugal,Quinta do Vesuvio
Australia,Schild Estate
US,Shafer
France,Alphonse Mellot
Italy,Ascheri
US,Big Table Farm
US,Horsepower
France,Château de Parnay
US,Tres Sabores
US,Williams Selyem
US,Cayuse
US,Chappellet
Portugal,Churchill's
US,Dion
France,Domaine Bernard Fleuriet et Fils
US,Drouhin Oregon Roserock
Chile,Santa Alicia
US,Rutherford Ranch
Austria,Weixelbaum
US,Landmark
US,Mercer
France,Michel Gassier
Italy,Nada Fiorenzo
US,Barrage Cellars
US,Bonny Doon
Spain,Casajús
Spain,Castellroig
France,Château d'Or et de Gueules
Italy,Citille di Sopra
Spain,Condado de Oriza
US,Cookies & Cream
US,Daou
Italy,Dei
France,Domaine de Gensac
France,Domaine Rolet Père et Fils
France,Domaine Rotier
US,Three Brothers
US,Wilridge
US,Belden Barns
France,Château du Retout
France,Château la Gravette Lacombe
France,Château Méric
US,In Re
New Zealand,Chasing Venus
France,Château les Joyeuses
France,Château Monfort Bellevue
France,Château Vrai Caillou
Chile,Concha y Toro
US,Experience
Italy,Cantine Grasso
US,Madrigal
US,Millbrook
Chile,Santa Rita
US,Scotto Family Cellars
US,Spicy Vines
France,Les Vignerons Réunis de Monségur
Italy,Nugnes
France,Château les Lattes
US,Ports of New York
US,Whitman Cellars
Austria,Winkler-Hermaden
Australia,Fire Block
Greece,Palivou
Austria,Felsner
US,Gemella
Greece,Tsantali
Italy,Bisol
Italy,Carmina
Italy,Carpenè Malvolti
Italy,Col Saliz
US,Ghost Pines
US,Wellington
Italy,Zonin
US,Lost River
Italy,Toffoli
Argentina,Trapiche
Germany,Louis Guntrum
US,Pali
US,Robert Stemmler
Argentina,Rutini
Austria,Schloss Halbturn
Argentina,Zolo
France,Bailly-Lapierre
US,Balo
Italy,Boasso
Italy,Broccardo
Portugal,Casa Agricola Santos Jorge
France,Cave des Vignerons de Buxy
Turkey,Chamlija
France,Château de Fuissé
France,Château de Santenay
US,Chime
France,Christophe Cordier
France,Famille Laplace
Argentina,Finca Lalande
Argentina,Altos Las Hormigas
US,Aubichon Cellars
Australia,Ben Haines
Germany,Blue Fish
France,Bouchard Père & Fils
US,Cambridge & Sunset
Italy,Cascina Chicco
Portugal,Quinta da Foz
US,Tamber Bey
US,Tantara
US,Westerly
US,Aesthete
Portugal,Bacalhôa Wines of Portugal
US,Barton
Italy,Bava
Italy,Bucci
US,Central Coast Group Project
France,Château Tour Grand Faurie
US,Hecho por Ruben
Portugal,J. Portugal Ramos
US,Judd's Hill
US,Longboard
US,Piro
US,Point & Line
Portugal,Secret Spot Wines
US,White Hart Wine
US,Balletto
US,Bien Nacido
US,Bodega de Edgar
Italy,Agricoltori del Chianti Geografico
France,Barrière Frères
Italy,Castellare di Castellina
France,Château la Grande Barthe
South Africa,Danie de Wet
Germany,Dr. Wehrheim
US,Erba
South Africa,Mulderbosch
US,Provenance Vineyards
South Africa,Rietvallei Estate Wine
US,Sol Duc
US,Horan Estates
Italy,Lamole di Lamole
Germany,Leo
Germany,Villa Wolf
US,Washington Hills
South Africa,Guardian Peak
Spain,Cameron Hughes
Italy,Caparzo
Spain,Venta Morales
Italy,Firriato
Italy,Fondo Antico
US,Hannah Nicole Vineyards
US,Hosmer
US,Ancient Oak Cellars
Israel,Barkan
US,Black Star Farms
US,Cosentino
Spain,Lusco
US,Markham
US,Michael David
Italy,Maggiovini
US,La Merika
Italy,Masseria del Feudo Grottarossa
US,Napa Family Vineyards
US,Petroni
Italy,Resonata
Spain,Bodegas Fontana
Spain,Bodegas Peñafiel
US,Brotherhood
France,Cave de Lugny
New Zealand,Dashwood
Italy,Feudi di San Gregorio
US,Ghost Waltz
Italy,Griesbauerhof
Germany,Gustav Adolf Schmitt
Italy,Cantina Produttori San Michele Appiano
Italy,Cembra
US,Cliff Lede
Spain,Clos Figueras
US,Consilience
France,Domaines Landron
Italy,Cave du Vin Blanc de Morgex et de la Salle
US,Cedar Creek
Italy,Colterenzio
US,Demetria
France,Domaine de l'Ermitage
France,Domaine de Rome
Germany,Domdechant Werner
Germany,Dr. Fischer
Spain,Osborne
Spain,Pinord
Portugal,Quintas de Melgaço
US,Rosenblum
US,Summers
Italy,Tiefenbrunner
Italy,Tramin
Italy,Vesevo
US,Viszlay Vineyards
New Zealand,Yealands
Austria,Zahel
Spain,Albet I Noya
Austria,Allram
Spain,Alta Alella
US,Ampelos
US,Ascencion
Spain,Baigorri
US,Challen
France,Château Coutinel
France,Château Grand Boise
France,Château le Payral
France,Clos Fardet
US,Crux
US,Damiani
Italy,Di Meo
France,Domaine Clos Gautier
France,Domaine Harmonie des Arpents
Austria,Domäne Wachau
US,Doren
US,Écluse
US,Grizzly Peak
Italy,Villa Mottura
US,14 Hands
Italy,Barraco
Italy,Capolino Perlingieri
France,Château Bois Noir
France,Château du Moulin Rouge
France,Chateau le Grand Verdus
US,Dark Hundred
US,Flying Trout
France,Horeau-Beylot
Spain,Bodegas Artazu
Spain,Burgo Viejo
US,Toad Hollow
US,Penumbra
US,Tablas Creek
Italy,Torre Quarto
France,Château de Ferrand
France,Saint André de Figuière
Chile,Cabernet Sauvignon
US,Gainey
Italy,Banear
US,Bonterra
US,Chaddsford
Italy,Di Lenardo
US,Lavender Ridge
France,Mas de la Dame
US,Montevina
Portugal,Quinta de Ventozelo
US,Substance
US,Stevenot
US,Stonehouse
Italy,Renato Keber
Germany,S.A. Prüm
US,Schmidt
Italy,Tercic
US,August Truth
South Africa,Terre Brûlée
US,Apriori
US,Bernat
Argentina,Bodega Norton
US,Bouchaine
US,Brys
Portugal,Bulas
Germany,C. von Nell-Breuning
Italy,Caldaro
Portugal,Casa da Passarella
US,Chateau Grand Traverse
Italy,Manincor
Italy,Mario Schiopetto
US,Martin Ray
US,Matchbook
US,Paratus
Germany,Peter Mertes
Portugal,Quinta dos Murças
US,Replica
France,Domaine de l'Hermitage
France,Domaine Weinbach
US,Dunham
US,Tamarack Cellars
Austria,Krutzler
US,Marita's Vineyard
US,Pamplin
Austria,Prieler
France,Rieflé
US,Rocca
US,Buty
US,Caldwell
US,Charles Smith
France,Château Paradis
France,Château Salettes
France,Domaine de Val d'Arenc
Austria,Fritsch
Austria,Judith Beck
US,Epoch Estate Wines
US,Z. Alexander Brown
France,Alain Brumont
France,Alex Gambal
Portugal,Alves de Sousa
France,Château La Nerthe
France,David Duband
Italy,Le Ragnaie
France,Louis Jadot
Italy,Masi
US,Freemark Abbey
France,Georges Vigouroux
US,Grimm's Bluff
Italy,Foradori
US,Joseph Phelps
US,Mesa Del Sol
Portugal,Mouchão
US,Pine Ridge
US,Sandler
US,Tolosa
Italy,Villa Poggio Salvi
US,Volker Eisele Family Estate
Chile,TerraNoble
Italy,Terre de Trinci
Italy,Mosolo Gleni
US,Arbor Crest
Australia,Wolf Blass
Chile,Chilensis
Chile,Domaines Barons de Rothschild (Lafite)
US,Fetzer
New Zealand,Barker's Marque
Hungary,Bock
US,Carneros Creek
Italy,Casale Triocco
Italy,Castello di Monastero
New Zealand,Konrad
New Zealand,Mana
Argentina,Michel Torino
US,Rubissow
Argentina,Santa Julia
Italy,Ronco Blanchis
Italy,Planeta
US,Sequana
US,Small Vines
Austria,Bründlmayer
France,Château d'Aydie
France,Château de Gaudou
France,Château des Jacques
US,Happy Canyon Vineyard
Italy,Palari
France,Pascal Aufranc
US,Charles Krug
France,Château Blaignan
France,Domaine Bru-Baché
Chile,Lagar de Bezana
Italy,Morgante
Chile,Santa Carolina
US,Steven Kent
Italy,Hauner
Portugal,Herdade do Esporão
Spain,Jean León
Spain,Bodegas Luzón
Spain,Volver
US,Cellars 33
France,Château de Chaintres
France,Château de la Vieille Tour
France,Château la France
France,Château Lalande Méric
France,Château Lauduc
