US,Proper
Portugal,Quinta da Zaralhôa
Portugal,Ramos-Pinto
US,Wyncroft
Spain,Vicente Gandia
US,Gustafson Family
US,JAQK Cellars
US,Gracianna
Argentina,Angulo Innocenti
US,Cable Car
US,Michael-Scott
Argentina,Luis Segundo Correas
Portugal,Parras Vinhos
Portugal,Quinta do Casal Monteiro
US,Three Fires
US,Verterra
Spain,Finca Salazar
Spain,Pazo de Barrantes
Portugal,Cooperativa Reguengos de Monsaraz
US,Armanino Family Cellars
Italy,Lechthaler
US,Coast
US,Pat Paulsen Vineyards
US,Mossback
US,Peachy Canyon
Chile,Tricky Rabbit
US,Bradford Mountain
France,Domaine de la Pepière
Portugal,Quinta da Rede
US,Reustle
Spain,Chopo
US,MooBuzz
Spain,Palma Real
US,Proulx
Portugal,Quinta Dona Matilde
Portugal,Quinta dos Poços
US,Roco
Italy,Tenuta Duecorti
Italy,Podere ai Valloni
Australia,Wirra Wirra
US,Greystone Cellars
Australia,Hill-Smith Estate
Argentina,Cadus
US,Casto Oaks
Australia,Riposte
US,Spann Vineyards
US,Siduri
Greece,Thema
Italy,Moletto
France,Domaine de Gournier
Italy,Fratelli Berlucchi
US,Hahn Estates
US,Hunt Cellars
US,Kings Mountain
Italy,Vinchio-Vaglio Serra
Spain,Marqués de Vargas
France,Marrenon
US,Bishop Creek Cellars
France,Château Couhins-Lurton
France,Château Fonréaud
France,Château Lynch-Moussas
France,Jean Albrecht
France,La Cave des Vignerons de Pfaffenheim
US,Lakewood
US,Left Coast Cellars
US,Ravines
US,Naggiar
Italy,Novaia
US,Sparkling Pointe
Italy,Vaona
France,Emile Beyer
Italy,Giuseppe Lonardi
US,Korbel
France,Lété-Vautrain
US,Lone Birch
US,Ocelli
US,One Iron
US,Owl Ridge
US,Eola Hills
Italy,Fattoria La Vialla
Italy,Ferrocinto
US,Gersing
US,Hunnicutt
France,Baron-Fuenté
Spain,Bodegas Carballal
France,Brimoncourt
US,Casa Nuestra
US,Cass
Italy,Celli
Italy,D'Aione
Italy,D'Angelo
Germany,Schlink Haus
Austria,Schloss Gobelsburg
Australia,Vasse Felix
Austria,Glatzer
France,Château Lamothe-Cissac
Italy,Giuseppe Rinaldi
Italy,Nada Giuseppe
Italy,Negro Angelo e Figli
US,Benovia
Italy,Guido Porro
US,Joseph Swan Vineyards
Austria,Manfred Tement
US,Convergence Zone
France,Château de Sancerre
Italy,Colosi
Italy,Curto
Portugal,Delaforce
Germany,St. Christopher
US,Walnut City WineWorks
Argentina,Lamadrid
France,Domaine Philippe Gilbert
Luxembourg,Domaines Vinsmoselle
US,Falkner
Argentina,Humberto Canale
US,Au Jus
US,Authentique
Germany,Bastgen
France,Vignobles Jeanjean
France,Château le Pape
France,Château Tour Rozier
US,Coquerel Family Wine Estates
Australia,De Bortoli
US,Domaine Ste. Michelle
France,Domaines Barons de Rothschild (Lafite)
US,Jamesport
France,La Croix de Renaud
France,Le Mas de Bertrand
Italy,Mulini di Segalari
US,Riverbench
US,Rock Hollow
Chile,Viu Manent
US,Zina Hyde Cunningham
Spain,Sembro
France,Sieur d'Arques
Portugal,Terra d'Alter
Chile,Viña Chocalan
Chile,François Lurton
US,Anatomy
US,Waterstone
US,Willowbrook
US,Hesperian
US,Stickybeak
US,3Fools
Chile,Amayna
Chile,Arauco
US,YN
Chile,Cousiño-Macul
US,Cerro Prieto
Chile,Oveja Negra
Portugal,Viniverde
Chile,Cuevas del Sur
France,Château Pontet-Canet
France,Château Lafite Rothschild
France,Château Pape Clément
Italy,Lamborghini
Austria,Emmerich Knoll
Austria,Rudi Pichler
US,Forefathers
US,Andrew Will
Argentina,Felipe Rutini
US,Prix
US,Soos Creek
US,Parry Cellars
US,Smith-Madrone
US,Rancho Sisquoc
US,Righteous
US,Crossbarn by Paul Hobbs
Chile,Espiritu de Chile
New Zealand,Frenzy
US,181
US,Phantom Rivers
France,Provence Rosé
US,Redtree
US,Shiloh Road
US,Longevity
US,Lucky Star
South Africa,La Vierge
Chile,Luis Felipe Edwards
South Africa,MAN Vintners
South Africa,Nederburg
South Africa,Robertson Winery
New Zealand,Seresin
US,Chasseur
France,Ruinart
Portugal,Kopke
France,Albert Morot
Spain,Alto Moncayo
Italy,Ca' del Bosco
US,Morgan
Spain,Pittacum
France,Tendil & Lombardi
France,Veuve Doussot
Italy,Villa Erbice
Argentina,Clos de Chacras
US,Fog Crest
US,Evening Land
Spain,Gancedo
Argentina,Septima
US,Curtis
Germany,Grafen Neipperg
Germany,Huber
Spain,François Lurton
US,Zaca Mesa
Spain,Pazo Serantellos
US,Pondera
Portugal,Royal Oporto
France,Château Barde Haut
France,Château Belgrave
France,Château Haut Bessac
Italy,Castelgiocondo
Spain,Castillo Rocio
France,Château Gaillard
France,Château Laurou
Chile,Cuna del Sol
US,HandCraft
France,Jadix
France,Joseph Cattin
France,Domaine de Ménard
France,Domaine Sarragousse
Spain,Dominio de la Vega
Greece,Estate Biblia Chora
Italy,Fattoria dei Barbi
Italy,Villa al Cortile
Chile,Viña Requingua
Italy,Poggio di Sotto
US,Pomar Junction
US,Purple Heart Wines
US,Domino
France,Château Nozières
France,Domaine de Leyre-Loup
France,Domaine Delsol
France,Domaine Fritz Schmitt
Chile,Elqui Wines
Italy,Fattoria La Lecciaia
US,Kunde
Argentina,Don Miguel Gascón
New Zealand,Grove Mill
US,Jones of Washington
US,Leonard Oakes
Italy,Mustilli
Italy,Nativ
US,Nickel & Nickel
US,Pollak
US,Roadhouse Winery
US,Rutherford Hill
Italy,Taverna
US,Molliver Vineyards
US,Roanoke Vineyards
US,Bellwether
New Zealand,Wairau River
US,Wild Meadows
France,Henri Schoenheitz
Italy,Cantina del Barone
Italy,Cantine Gulino
US,Sheldon
US,Sol Rouge
Austria,Szigeti
US,Tre Nova
US,Benmarl
Italy,Il Grillesino
Italy,La Braccesca
Italy,La Poderina
Chile,Máscara de Feugo
US,Mercer Canyons
Spain,Mont-Ferrant
US,Noble Vines
US,Avalon
US,Cedar View Winery
France,Château de Corcelles
Portugal,Quinta das Bandeiras
Portugal,Quinta do Pinto
Spain,Pujanza
US,Roar
France,Domaine des Baumard
France,Paul Jaboulet Aîné
Italy,Villa S. Anna
France,Louis Sipp
Italy,San Giusto a Rentennano
US,Black Coyote
France,Domaine Ehrhart
France,Domaine de Fondrèche
Italy,Antico Colle
Portugal,Wine & Soul
Italy,Istine
France,Joseph Fritsch
US,Retro
Italy,Bibbiano
Italy,Castellinuzza e Piuca
France,Domaine Schoffit
US,Gary Farrell
Italy,Ocone
US,Round Pond
France,Bernard Baudry
France,Charles Joguet
France,Château d'Epire
US,Dark Matter
Chile,Domus Aurea
US,Tudal
US,Viader
US,Zotovich Cellars
France,Domaine Huët
US,Donelan
US,Beckmen
US,Viento
US,Wine Spots
US,Elyse
US,Francis Tannahill
Italy,Masciarelli
US,Castle Rock
France,Château Moncontour
US,Derbes
US,Frog's Leap
Australia,Hellbent
Italy,Sesti
Spain,Las Colinas Del Ebro
Spain,Anciano
US,Avery Lane
US,Beltane Ranch
Spain,Bodegas Docampo
France,Domaine Henry Pellé
Spain,El Burro
US,Enkidu
Spain,Valle de Salinas
US,Villa San Juliette
US,Plaisance Ranch
Italy,Poggiobello
US,Previous
Italy,Primosic
Portugal,Quinta da Romeira
US,Roche
Italy,Ronco dei Tassi
France,Sauvion
Italy,La Rajade
Italy,La Tunella
France,Louis de Grenelle
US,Meadowcroft
US,Mignanelli
Argentina,Monteviejo
Spain,Nisia
US,Sarah's Vineyard
Italy,Tenuta di Angoris
Argentina,Don Cristobal 1492
Argentina,Finca El Origen
US,Glen Ellen
US,Manzanita Creek
Argentina,Montepio
Argentina,Notro
Spain,Ochoa
US,Starmont
US,Brophy Clark
Argentina,Caligiore
US,Cedar Mountain
US,Concannon
Spain,Solar de Urbezo
Australia,Yellow Tail
Portugal,Adega Cooperativa Ponte de Barca
Argentina,Pasaje Alto
Spain,Figaro
Italy,Fattoria di Casalbosco
US,Jarvis
Chile,Kingston Family
Austria,Loimer
US,M by Michael Mondavi
US,Margerum
US,Pedroncelli
Italy,Pietro Beconcini
South Africa,Boekenhoutskloof
France,Château Cambon la Pelouse
France,Château Lilian Ladouys
US,Corison
Italy,Nicolis
US,Covey Run
US,Bearboat
New Zealand,Spy Valley
Austria,Jurtschitsch
Italy,Valdinera
Italy,Renato Ratti
Italy,Pertinace
US,Seia
US,Kindred
US,Maddalena
Argentina,Familia Schroeder
Italy,Il Falchetto
Spain,Señorío de Caleruega
Spain,Telmo Rodríguez
US,Breaux
Argentina,Chakras
France,Château Henri Bonnaud
France,Château la Gordonne
Italy,Contrada Michele
Croatia,Coronica
US,Dr. Konstantin Frank
Argentina,Argento
South Africa,Beau Joubert
Spain,Llopart
New Zealand,Maimai
Italy,Masseria Felicia
Croatia,Miloš
Spain,Pedro Escudero
South Africa,Raats Family
South Africa,Radford Dale
Italy,Sanpaolo
US,Ammunition
France,Cave de Bissey
