104300,1983,1,41.2935483871,0.125161290323,3.88
104300,1983,2,30.7892857143,0.07,1.96
104300,1983,3,41.6774193548,0.106774193548,3.31
104300,1983,4,49.2466666667,0.141,4.23
104300,1983,5,52.8774193548,0.184838709677,5.73
104300,1983,6,63.26,0.064,1.92
104300,1983,7,70.8838709677,0.0529032258065,1.64
104300,1983,8,67.8129032258,0.0474193548387,1.47
104300,1983,9,58.8066666667,0.073,2.19
104300,1983,10,50.7774193548,0.0554838709677,1.72
104300,1983,11,42.7233333333,0.0973333333333,2.92
104300,1983,12,37.1580645161,0.125483870968,3.89
104300,1981,1,32.2548387097,0.143870967742,4.46
104300,1981,2,33.475,0.0539285714286,1.51
104300,1981,3,47.235483871,0.234838709677,7.28
104300,1981,4,48.6666666667,0.067,2.01
104300,1981,5,58.6129032258,0.0996774193548,3.09
104300,1981,6,61.02,0.102666666667,3.08
104300,1981,7,63.0322580645,0.0738709677419,2.29
104300,1981,8,63.5741935484,0.0496774193548,1.54
104300,1981,9,61.0666666667,0.0533333333333,1.6
104300,1981,10,48.135483871,0.128709677419,3.99
104300,1981,11,42.0066666667,0.178666666667,5.36
104300,1981,12,29.7483870968,0.145806451613,4.52
104300,1939,1,43.0052631579,0.0473684210526,0.9
104300,1939,2,38.5833333333,0.0138888888889,0.25
104300,1939,3,41.4523809524,0.0647619047619,1.36
104300,1939,4,52.68125,0.060625,0.97
104300,1939,5,56.7,0.0357894736842,0.68
104300,1939,6,66.4684210526,0.0168421052632,0.32
104300,1939,7,66.8842105263,0.05,0.95
104300,1939,8,68.580952381,0.0366666666667,0.77
104300,1939,9,57.5533333333,0.029,0.87
104300,1939,10,45.1064516129,0.115483870968,3.58
104300,1939,11,45.124137931,0.0910344827586,2.64
104300,1939,12,33.0290322581,0.0212903225806,0.66
104300,1941,1,25.37,0.028,0.84
104300,1941,2,34.6821428571,0.161785714286,4.53
104300,1941,3,40.2225806452,0.0529032258065,1.64
104300,1941,4,43.4275862069,0.0248275862069,0.72
104300,1941,5,49.1935483871,0.0493548387097,1.53
104300,1941,6,61.1066666667,0.0156666666667,0.47
104300,1941,7,65.8903225806,0.0625806451613,1.94
104300,1941,8,59.564516129,0.107741935484,3.34
104300,1941,9,54.8833333333,0.019,0.57
104300,1941,10,47.6129032258,0.0445161290323,1.38
104300,1941,11,38.1966666667,0.0306666666667,0.92
104300,1941,12,37.7451612903,0.0432258064516,1.34
104300,1978,1,35.7677419355,0.0409677419355,1.27
104300,1978,2,32.0428571429,0.0410714285714,1.15
104300,1978,3,43.4935483871,0.12935483871,4.01
104300,1978,4,46.94,0.0223333333333,0.67
104300,1978,5,55.9064516129,0.147419354839,4.57
104300,1978,6,60.8733333333,0.093,2.79
104300,1978,7,62.4225806452,0.0929032258065,2.88
104300,1978,8,62.0,0.0967741935484,3.0
104300,1978,9,55.7333333333,0.194,5.82
104300,1978,10,51.8516129032,0.0503225806452,1.56
104300,1978,11,42.63,0.034,1.02
104300,1978,12,34.8193548387,0.145806451613,4.52
104300,1985,1,23.8935483871,0.0851612903226,2.64
104300,1985,2,29.0285714286,0.0192857142857,0.54
104300,1985,3,39.3677419355,0.0751612903226,2.33
104300,1985,4,47.5,0.109333333333,3.28
104300,1985,5,58.4580645161,0.0648387096774,2.01
104300,1985,6,57.43,0.180666666667,5.42
104300,1985,7,64.4,0.12,3.72
104300,1985,8,62.4774193548,0.0903225806452,2.8
104300,1985,9,57.8966666667,0.109,3.27
104300,1985,10,50.5774193548,0.0335483870968,1.04
104300,1985,11,34.85,0.0643333333333,1.93
104300,1985,12,41.2548387097,0.123548387097,3.83
104300,1987,1,22.7903225806,0.139032258065,4.31
104300,1987,2,34.2642857143,0.0846428571429,2.37
104300,1987,3,33.1741935484,0.148709677419,4.61
104300,1987,4,51.4,0.0316666666667,0.95
104300,1987,5,50.5290322581,0.111612903226,3.46
104300,1987,6,58.1466666667,0.126333333333,3.79
