725418,2014,1,17.2129032258,0.0,0.0
725418,2014,2,18.7071428571,0.0,0.0
725418,2014,3,28.1483870968,0.0,0.0
725418,2014,4,47.8633333333,0.0,0.0
725418,2014,5,60.2161290323,0.0,0.0
725418,2014,6,70.675,0.0,0.0
725418,2014,7,69.3225806452,0.0,0.0
725418,2014,8,69.764516129,0.0,0.0
725418,2014,9,61.5866666667,0.0,0.0
725418,2014,10,51.6129032258,0.0,0.0
725418,2014,11,35.97,0.0,0.0
725418,2014,12,34.2741935484,0.0,0.0
725418,2004,1,21.3096774194,0.0,0.0
725418,2004,2,28.8034482759,0.0,0.0
725418,2004,3,40.7387096774,0.0,0.0
725418,2004,4,50.68,0.0,0.0
725418,2004,5,62.0483870968,0.0,0.0
725418,2004,6,68.0766666667,0.0,0.0
725418,2004,7,72.8677419355,0.0,0.0
725418,2004,8,69.0677419355,0.0,0.0
725418,2004,9,66.4733333333,0.0,0.0
725418,2004,10,53.8322580645,0.0,0.0
725418,2004,11,43.94,0.0,0.0
725418,2004,12,30.964516129,0.0,0.0
725418,2016,1,27.6709677419,0.0248387096774,0.77
725418,2016,2,32.0448275862,0.0406896551724,1.18
725418,2016,3,42.2225806452,0.110322580645,3.42
725418,2016,4,45.0733333333,0.039,1.17
725418,2016,5,59.3419354839,0.0590322580645,1.83
725418,2016,6,70.0333333333,0.0283333333333,0.85
725418,2016,7,74.2516129032,0.105806451613,3.28
725418,2016,8,73.7516129032,0.0958064516129,2.97
725418,2016,9,66.9166666667,0.111,3.33
725418,2016,10,55.764516129,0.0570967741935,1.77
725418,2016,11,45.47,0.0306666666667,0.92
725418,2016,12,28.9032258065,0.0203225806452,0.63
725418,2000,1,25.3870967742,0.0,0.0
725418,2000,2,33.5862068966,0.0,0.0
725418,2000,3,43.5161290323,0.0,0.0
725418,2000,4,47.6233333333,0.0,0.0
725418,2000,5,63.4870967742,0.0,0.0
725418,2000,6,70.4933333333,0.0,0.0
725418,2000,7,69.9419354839,0.0,0.0
725418,2000,8,69.9870967742,0.0,0.0
725418,2000,9,62.2066666667,0.0,0.0
725418,2000,10,54.1806451613,0.0,0.0
725418,2000,11,39.9566666667,0.0,0.0
725418,2000,12,19.2516129032,0.0,0.0
725418,2012,1,31.7709677419,0.0,0.0
725418,2012,2,33.3655172414,0.0,0.0
725418,2012,3,49.4709677419,0.0,0.0
725418,2012,4,49.3033333333,0.0,0.0
725418,2012,5,64.9129032258,0.0,0.0
725418,2012,6,71.7366666667,0.0,0.0
725418,2012,7,76.5870967742,0.0,0.0
725418,2012,8,66.5806451613,0.0,0.0
725418,2012,9,61.9666666667,0.0,0.0
725418,2012,10,52.5225806452,0.0,0.0
725418,2012,11,39.8133333333,0.0,0.0
725418,2012,12,37.3322580645,0.0,0.0
725418,2002,1,35.864516129,0.0,0.0
725418,2002,2,33.4892857143,0.0,0.0
725418,2002,3,33.335483871,0.0,0.0
725418,2002,4,48.28,0.0,0.0
725418,2002,5,53.1709677419,0.0,0.0
725418,2002,6,68.0923076923,0.0,0.0
725418,2002,7,73.9533333333,0.0,0.0
725418,2002,8,70.7193548387,0.0,0.0
725418,2002,9,65.65,0.0,0.0
725418,2002,10,49.0161290323,0.0,0.0
725418,2002,11,40.28,0.0,0.0
725418,2002,12,28.8419354839,0.0,0.0
725418,2010,1,25.7387096774,0.0,0.0
725418,2010,2,28.175,0.0,0.0
725418,2010,3,40.5129032258,0.0,0.0
725418,2010,4,54.24,0.0,0.0
725418,2010,5,62.4322580645,0.0,0.0
725418,2010,6,71.71,0.0,0.0
725418,2010,7,76.2225806452,0.0,0.0
725418,2010,8,73.9870967742,0.0,0.0
725418,2010,9,64.6366666667,0.0,0.0
725418,2010,10,54.4566666667,0.0,0.0
725418,2010,11,41.2733333333,0.0,0.0
725418,2010,12,25.8838709677,0.0,0.0
725418,2009,1,18.0709677419,0.0,0.0
725418,2009,2,29.6964285714,0.0,0.0
